2026-02-18 14:47:53 | INFO     | app_logger.py:92 | sync_wrapper | [知识库向量化] 开始执行
2026-02-18 14:48:03 | INFO     | app_logger.py:97 | sync_wrapper | [知识库向量化] 执行完成，耗时: 10.07秒
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
2026-02-18 14:48:54 | INFO     | app_logger.py:81 | async_wrapper | [agent节点] 开始执行
